,head,relation,tail
1185,04910973,_derivationally_related_form,01508719
1186,04910973,_hypernym,04910135
1187,04928903,_derivationally_related_form,10155849
1188,04928903,_hypernym,04916342
1189,04930307,_derivationally_related_form,00300537
1190,04930307,_hypernym,04928903
1191,05074774,_derivationally_related_form,01987160
1192,05075602,_derivationally_related_form,01711749
1193,05075602,_derivationally_related_form,02695895
1194,05075602,_hypernym,05074774
1195,05085572,_hypernym,05084201
1196,05090441,_hypernym,04916342
1197,05093890,_hypernym,04916342
1198,05107765,_hypernym,05090441
1199,05109808,_derivationally_related_form,00151689
1200,05109808,_hypernym,05107765
1201,05111835,_derivationally_related_form,00151689
1202,05111835,_derivationally_related_form,00432683
1203,05111835,_hypernym,05109808
1204,05117660,_derivationally_related_form,00933566
1205,05117660,_derivationally_related_form,01531375
1206,05117660,_derivationally_related_form,02510337
1207,05161614,_derivationally_related_form,02513460
1208,05162455,_derivationally_related_form,00233335
1209,05162455,_derivationally_related_form,00235368
1210,05196375,_derivationally_related_form,02441022
1211,05196582,_derivationally_related_form,02539334
1212,05196582,_hypernym,05196375
1213,05197797,_derivationally_related_form,00751887
1214,05197797,_derivationally_related_form,02441022
1215,05197797,_hypernym,05196582
1216,05198036,_hypernym,05196582
1217,05256862,_derivationally_related_form,00038849
1218,05256862,_derivationally_related_form,10155849
1219,05256862,_has_part,04055030
1220,05256862,_has_part,05257737
1221,05635624,_derivationally_related_form,01087197
1222,05641959,_derivationally_related_form,00597634
1223,05641959,_derivationally_related_form,02510337
1224,05641959,_hypernym,05640433
1225,05696020,_derivationally_related_form,00456596
1226,05728678,_derivationally_related_form,00709625
1227,05748054,_derivationally_related_form,00650016
1228,05748285,_derivationally_related_form,00119074
1229,05748285,_derivationally_related_form,00650353
1230,05748285,_derivationally_related_form,00651991
1231,05748786,_derivationally_related_form,00661213
1232,05748786,_derivationally_related_form,00730499
1233,05748786,_hypernym,05748285
1234,05749619,_derivationally_related_form,02868326
1235,05749619,_hypernym,05748054
1236,05750163,_derivationally_related_form,01687569
1237,05750163,_derivationally_related_form,10155849
1238,05750163,_hypernym,05749619
1239,05750657,_hypernym,05750163
1240,05755486,_derivationally_related_form,00299580
1241,05755486,_derivationally_related_form,00482893
1242,05846355,_derivationally_related_form,00233335
1243,05849789,_hypernym,05849040
1244,05890249,_derivationally_related_form,01722980
1245,05890249,_derivationally_related_form,01743784
1246,05925366,_derivationally_related_form,01021128
1247,05937112,_derivationally_related_form,01021128
1248,05937112,_derivationally_related_form,01743784
1249,05938795,_derivationally_related_form,01743784
1250,05938795,_hypernym,05925366
1251,05981230,_derivationally_related_form,01150559
1252,05981230,_hypernym,05980875
1253,06000644,_derivationally_related_form,10301261
1254,06004685,_hypernym,06003682
1255,06004685,_synset_domain_topic_of,06000644
1256,06022291,_derivationally_related_form,02661252
1257,06022291,_synset_domain_topic_of,06018465
1258,06043075,_derivationally_related_form,00084230
1259,06063588,_derivationally_related_form,01169194
1260,06157326,_hypernym,06153846
1261,06473381,_derivationally_related_form,00187526
1262,06526291,_derivationally_related_form,09935434
1263,06526291,_hypernym,06520944
1264,06661562,_derivationally_related_form,02538765
1265,06773976,_hypernym,06773434
1266,06791372,_derivationally_related_form,00867231
1267,06791372,_derivationally_related_form,00922438
1268,06791372,_derivationally_related_form,00924612
1269,06791372,_derivationally_related_form,01039330
1270,06798750,_derivationally_related_form,00508032
1271,06798750,_derivationally_related_form,00921738
1272,06799897,_derivationally_related_form,01276361
1273,06799897,_derivationally_related_form,01582645
1274,06799897,_hypernym,06798750
1275,06806469,_derivationally_related_form,02806907
1276,06806469,_hypernym,06791372
1277,06817782,_derivationally_related_form,01004062
1278,06893885,_derivationally_related_form,00796047
1279,06893885,_derivationally_related_form,01711445
1280,06893885,_derivationally_related_form,01719302
1281,06893885,_hypernym,06891493
1282,06998748,_hypernym,06873252
1283,07003119,_derivationally_related_form,01643464
1284,07003119,_derivationally_related_form,01690294
1285,07003119,_hypernym,06998748
1286,07006119,_derivationally_related_form,00796047
1287,07006712,_derivationally_related_form,01711445
1288,07006712,_hypernym,07006119
1289,07066659,_synset_domain_topic_of,07020895
1290,07148192,_derivationally_related_form,00761713
1291,07150644,_derivationally_related_form,00760956
1292,07150644,_hypernym,07148192
1293,07150850,_derivationally_related_form,00760956
1294,07150850,_hypernym,07150644
1295,07151122,_derivationally_related_form,00764902
1296,07151122,_hypernym,07150644
1297,07202579,_derivationally_related_form,01029852
1298,07202579,_derivationally_related_form,01588493
1299,07253637,_hypernym,06709533
1300,07254057,_derivationally_related_form,00770141
1301,07254057,_derivationally_related_form,01819554
1302,07270179,_derivationally_related_form,00651991
1303,07270179,_derivationally_related_form,01588493
1304,07270179,_hypernym,06806469
1305,07338114,_derivationally_related_form,01510827
1306,07346057,_derivationally_related_form,01876907
1307,07346057,_derivationally_related_form,01877204
1308,07355887,_derivationally_related_form,00151689
1309,07355887,_derivationally_related_form,00441445
1310,07366289,_derivationally_related_form,00119074
1311,07366289,_derivationally_related_form,00650353
1312,07366289,_derivationally_related_form,00651991
1313,07366289,_hypernym,07337390
1314,07366627,_derivationally_related_form,02661252
1315,07369604,_derivationally_related_form,00150287
1316,07369604,_derivationally_related_form,00456740
1317,07369604,_derivationally_related_form,02702830
1318,07423001,_derivationally_related_form,00431826
1319,07493280,_derivationally_related_form,00064095
1320,07515560,_hypernym,07514968
1321,07515790,_derivationally_related_form,01765392
1322,07515790,_hypernym,07515560
1323,07519253,_derivationally_related_form,01780202
1324,07519253,_has_part,14405774
1325,07520612,_derivationally_related_form,01781983
1326,07520612,_derivationally_related_form,01782218
1327,07520612,_derivationally_related_form,02506361
1328,07520612,_hypernym,07519253
1329,07527352,_derivationally_related_form,01366718
1330,07529563,_derivationally_related_form,01813884
1331,07532440,_derivationally_related_form,00909363
1332,07532440,_derivationally_related_form,01149494
1333,07537068,_derivationally_related_form,00364479
1334,07537259,_derivationally_related_form,01785748
1335,07555863,_hypernym,15046900
1336,07705711,_derivationally_related_form,01739814
1337,07705711,_hypernym,07555863
1338,07970406,_member_meronym,09918248
1339,07970406,_member_meronym,10399491
1340,07970406,_member_meronym,10595164
1341,07976936,_derivationally_related_form,01292885
1342,07976936,_derivationally_related_form,01428853
1343,07976936,_hypernym,07975026
1344,07985223,_derivationally_related_form,01465365
1345,07985223,_hypernym,07996689
1346,07988857,_derivationally_related_form,01292885
1347,07988857,_derivationally_related_form,01293389
1348,07988857,_derivationally_related_form,01428853
1349,07988857,_hypernym,07970406
1350,08060694,_derivationally_related_form,09935434
1351,08060694,_derivationally_related_form,10402417
1352,08060694,_member_meronym,10402417
1353,08398036,_derivationally_related_form,01089137
1354,08436759,_synset_domain_topic_of,00017222
1355,08438067,_derivationally_related_form,01739814
1356,08438067,_hypernym,08436759
1357,08493064,_derivationally_related_form,02812482
1358,08497294,_hypernym,08630985
1359,08512259,_derivationally_related_form,00233335
1360,08512259,_derivationally_related_form,02710673
1361,08512259,_hypernym,08568978
1362,08512736,_derivationally_related_form,00730301
1363,08512736,_derivationally_related_form,01466978
1364,08512736,_derivationally_related_form,01467370
1365,08512736,_derivationally_related_form,02710673
1366,08512736,_hypernym,08512259
1367,08513163,_derivationally_related_form,01466978
1368,08513163,_hypernym,08552138
1369,08552138,_derivationally_related_form,02812482
1370,08552138,_hypernym,08630985
1371,08565701,_derivationally_related_form,01466978
1372,08565701,_derivationally_related_form,01467370
1373,08565701,_derivationally_related_form,02361600
1374,08565701,_derivationally_related_form,02710673
1375,08565701,_hypernym,08512259
1376,08567235,_derivationally_related_form,01130607
1377,08567235,_derivationally_related_form,01467370
1378,08567235,_hypernym,08574314
1379,08568978,_hypernym,08630039
1380,08574314,_hypernym,08630985
1381,08592656,_derivationally_related_form,00730301
1382,08612786,_derivationally_related_form,01582645
1383,08612786,_derivationally_related_form,01689379
1384,08620763,_derivationally_related_form,01466978
1385,08620763,_hypernym,08620061
1386,08622950,_derivationally_related_form,02694933
1387,08645963,_hypernym,08497294
1388,08664443,_derivationally_related_form,01150559
1389,08664443,_derivationally_related_form,01711749
1390,08664443,_hypernym,08620061
1391,08677628,_derivationally_related_form,01711749
1392,08677628,_hypernym,08645963
1393,08688247,_derivationally_related_form,02512150
1394,08688247,_hypernym,08664443
1395,09260907,_derivationally_related_form,01740608
1396,09303008,_derivationally_related_form,01660640
1397,09303008,_hypernym,09366317
1398,09326662,_derivationally_related_form,01660386
1399,09326662,_hypernym,09303008
1400,09476521,_derivationally_related_form,00224901
1401,09624559,_derivationally_related_form,00760956
1402,09624559,_hypernym,10351874
1403,09625401,_derivationally_related_form,02496816
1404,09758781,_hypernym,10245639
1405,09769929,_derivationally_related_form,00296178
1406,09779790,_derivationally_related_form,00916464
1407,09779790,_derivationally_related_form,01739814
1408,09779790,_hypernym,10078806
1409,09780828,_derivationally_related_form,00590626
1410,09780828,_derivationally_related_form,00751887
1411,09780828,_derivationally_related_form,02441022
1412,09780828,_hypernym,10582746
1413,09784443,_derivationally_related_form,00064095
1414,09800249,_derivationally_related_form,00765213
1415,09802641,_derivationally_related_form,02272549
1416,09803429,_derivationally_related_form,00760956
1417,09812338,_derivationally_related_form,02743547
1418,09812338,_derivationally_related_form,05638987
1419,09812338,_derivationally_related_form,06998748
1420,09816771,_derivationally_related_form,02470175
1421,09816771,_hypernym,09626238
1422,09882007,_hypernym,09882716
1423,09882716,_hypernym,09609232
1424,09931640,_derivationally_related_form,00594836
1425,09931640,_derivationally_related_form,00833702
1426,09931640,_derivationally_related_form,01804414
1427,09931640,_derivationally_related_form,02443049
1428,09935434,_derivationally_related_form,02371684
1429,09935434,_derivationally_related_form,02416278
1430,09935434,_derivationally_related_form,06526291
1431,09935434,_derivationally_related_form,08060694
1432,09935434,_hypernym,09816771
